human_ensembl,human_symbol,mouse_ensembl,mouse_symbol
ENSG00000213465,ARL2,Arl2,ENSMUSG00000024944
ENSG00000105568,PPP2R1A,missing4,missing4
ENSG00000116670,MAD2L2,Mad2l2,ENSMUSG00000029003
ENSG00000160014,CALM3,Calm3,ENSMUSG00000019370
ENSG00000097033,SH3GLB1,Sh3glb1,ENSMUSG00000037062
ENSG00000112312,GMNN,Gmnn,ENSMUSG00000006715
ENSG00000185651,UBE2L3,Ube2l3,ENSMUSG00000038965
ENSG00000125398,SOX9,Sox9,ENSMUSG00000000567
ENSG00000126756,UXT,Uxt,ENSMUSG00000001134
ENSG00000147400,CETN2,Cetn2,ENSMUSG00000031347
ENSG00000122952,ZWINT,Zwint,ENSMUSG00000019923
ENSG00000148773,MKI67,Mki67,ENSMUSG00000031004
ENSG00000118816,CCNI,Ccni,ENSMUSG00000063015
ENSG00000103769,RAB11A,Rab11a,ENSMUSG00000004771
ENSG00000115091,ACTR3,Actr3,ENSMUSG00000026341
ENSG00000186298,PPP1CC,Ppp1cc,ENSMUSG00000004455
ENSG00000113712,CSNK1A1,Csnk1a1,ENSMUSG00000024576
ENSG00000175756,AURKAIP1,Aurkaip1,ENSMUSG00000065990
ENSG00000185043,CIB1,Cib1,ENSMUSG00000030538
ENSG00000099956,SMARCB1,Smarcb1,ENSMUSG00000000902
ENSG00000092820,EZR,Ezr,ENSMUSG00000052397
ENSG00000253729,PRKDC,Prkdc,ENSMUSG00000022672
ENSG00000136108,CKAP2,Ckap2,ENSMUSG00000037725
ENSG00000123562,MORF4L2,Morf4l2,ENSMUSG00000031422
ENSG00000137100,DCTN3,Dctn3,ENSMUSG00000028447
ENSG00000153147,SMARCA5,Smarca5,ENSMUSG00000031715
ENSG00000165169,DYNLT3,Dynlt3,ENSMUSG00000031176
ENSG00000196504,PRPF40A,Prpf40a,ENSMUSG00000061136
ENSG00000110321,EIF4G2,Eif4g2,ENSMUSG00000005610
ENSG00000163875,MEAF6,Meaf6,ENSMUSG00000028863
ENSG00000100650,SRSF5,Srsf5,ENSMUSG00000021134
ENSG00000168303,MPLKIP,Mplkip,ENSMUSG00000012429
ENSG00000136824,SMC2,Smc2,ENSMUSG00000028312
ENSG00000167797,CDK2AP2,Cdk2ap2,ENSMUSG00000024856
ENSG00000116560,SFPQ,Sfpq,ENSMUSG00000028820
ENSG00000141759,TXNL4A,Txnl4a,ENSMUSG00000057130
ENSG00000108055,SMC3,Smc3,ENSMUSG00000024974
ENSG00000007080,CCDC124,Ccdc124,ENSMUSG00000007721
ENSG00000182154,MRPL41,Mrpl41,ENSMUSG00000036850
ENSG00000197102,DYNC1H1,Dync1h1,ENSMUSG00000018707
ENSG00000106399,RPA3,Rpa3,ENSMUSG00000012483
ENSG00000152240,HAUS1,Haus1,ENSMUSG00000041840
ENSG00000175203,DCTN2,Dctn2,ENSMUSG00000025410
ENSG00000122545,SEPTIN7,Septin7,ENSMUSG00000001833
ENSG00000105373,NOP53,Nop53,ENSMUSG00000041560
ENSG00000102030,NAA10,Naa10,ENSMUSG00000031388
ENSG00000096384,HSP90AB1,Hsp90ab1,ENSMUSG00000023944
ENSG00000196924,FLNA,Flna,ENSMUSG00000031328
ENSG00000197321,SVIL,Svil,ENSMUSG00000024236
ENSG00000136518,ACTL6A,Actl6a,ENSMUSG00000027671
ENSG00000181817,LSM10,Lsm10,ENSMUSG00000050188
ENSG00000198492,YTHDF2,Ythdf2,ENSMUSG00000040025
ENSG00000115241,PPM1G,Ppm1g,ENSMUSG00000029147
ENSG00000175334,BANF1,Banf1,ENSMUSG00000024844
ENSG00000104671,DCTN6,Dctn6,ENSMUSG00000031516
ENSG00000047410,TPR,Tpr,ENSMUSG00000006005
ENSG00000151465,CDC123,Cdc123,ENSMUSG00000039128
ENSG00000171148,TADA3,Tada3,ENSMUSG00000048930
ENSG00000204899,MZT1,Mzt1,ENSMUSG00000033186
ENSG00000114353,GNAI2,Gnai2,ENSMUSG00000032562
ENSG00000117614,SYF2,Syf2,ENSMUSG00000028821
ENSG00000203760,CENPW,Cenpw,ENSMUSG00000075266
ENSG00000213523,SRA1,Sra1,ENSMUSG00000006050
ENSG00000070367,EXOC5,Exoc5,ENSMUSG00000061244
ENSG00000150093,ITGB1,Itgb1,ENSMUSG00000025809
ENSG00000165280,VCP,Vcp,ENSMUSG00000028452
ENSG00000138071,ACTR2,Actr2,ENSMUSG00000020152
ENSG00000005483,KMT2E,Kmt2e,ENSMUSG00000029004
ENSG00000134138,MEIS2,Meis2,ENSMUSG00000027210
ENSG00000162521,RBBP4,Rbbp4,ENSMUSG00000057236
ENSG00000137285,TUBB2B,missing5,missing5
ENSG00000198668,CALM1,Calm1,ENSMUSG00000001175
ENSG00000105393,BABAM1,Babam1,ENSMUSG00000031820
ENSG00000122705,CLTA,Clta,ENSMUSG00000028478
ENSG00000103342,GSPT1,Gspt1,ENSMUSG00000062203
ENSG00000160783,PMF1,Pmf1,ENSMUSG00000028066
ENSG00000058272,PPP1R12A,Ppp1r12a,ENSMUSG00000019907
ENSG00000074319,TSG101,Tsg101,ENSMUSG00000014402
ENSG00000128789,PSMG2,Psmg2,ENSMUSG00000024537
ENSG00000117399,CDC20,Cdc20,ENSMUSG00000006398
ENSG00000088325,TPX2,Tpx2,ENSMUSG00000027469
ENSG00000213639,PPP1CB,Ppp1cb,ENSMUSG00000014956
ENSG00000105810,CDK6,Cdk6,ENSMUSG00000040274
ENSG00000108953,YWHAE,Ywhae,ENSMUSG00000020849
ENSG00000159593,NAE1,Nae1,ENSMUSG00000031878
ENSG00000179271,GADD45GIP1,Gadd45gip1,ENSMUSG00000033751
ENSG00000067560,RHOA,Rhoa,ENSMUSG00000007815
ENSG00000165416,SUGT1,Sugt1,ENSMUSG00000022024
ENSG00000119048,UBE2B,Ube2b,ENSMUSG00000020390
ENSG00000108424,KPNB1,Kpnb1,ENSMUSG00000001440
ENSG00000185787,MORF4L1,Morf4l1,ENSMUSG00000062270
ENSG00000185088,RPS27L,Rps27l,ENSMUSG00000036781
ENSG00000007168,PAFAH1B1,Pafah1b1,ENSMUSG00000020745
ENSG00000176014,TUBB6,Tubb6,ENSMUSG00000001473
ENSG00000022277,RTF2,Rtf2,ENSMUSG00000027502
ENSG00000047849,MAP4,Map4,ENSMUSG00000032479
ENSG00000157456,CCNB2,Ccnb2,ENSMUSG00000032218
ENSG00000176386,CDC26,Cdc26,ENSMUSG00000066149
ENSG00000167552,TUBA1A,Tuba1a,ENSMUSG00000072235
ENSG00000012061,ERCC1,Ercc1,ENSMUSG00000003549
ENSG00000164754,RAD21,Rad21,ENSMUSG00000022314
ENSG00000114383,TUSC2,Tusc2,ENSMUSG00000010054
ENSG00000117697,NSL1,Nsl1,ENSMUSG00000062510
ENSG00000099385,BCL7C,Bcl7c,ENSMUSG00000030814
ENSG00000101367,MAPRE1,Mapre1,ENSMUSG00000027479
ENSG00000119408,NEK6,Nek6,ENSMUSG00000026749
ENSG00000147526,TACC1,Tacc1,ENSMUSG00000065954
ENSG00000015475,BID,Bid,ENSMUSG00000004446
ENSG00000073584,SMARCE1,Smarce1,ENSMUSG00000037935
ENSG00000082146,STRADB,Stradb,ENSMUSG00000026027
ENSG00000112245,PTP4A1,Ptp4a1,ENSMUSG00000144322
ENSG00000155366,RHOC,Rhoc,ENSMUSG00000002233
ENSG00000215021,PHB2,Phb2,ENSMUSG00000004264
ENSG00000132780,NASP,Nasp,ENSMUSG00000028693
ENSG00000006451,RALA,Rala,ENSMUSG00000008859
ENSG00000156256,USP16,Usp16,ENSMUSG00000025616
ENSG00000254505,CHMP4A,missing6,missing6
ENSG00000113141,IK,missing7,missing7
ENSG00000185627,PSMD13,Psmd13,ENSMUSG00000025487
ENSG00000255302,EID1,Eid1,ENSMUSG00000091337
ENSG00000131462,TUBG1,Tubg1,ENSMUSG00000035198
ENSG00000010244,ZNF207,Zfp207,ENSMUSG00000017421
ENSG00000146425,DYNLT1,Dynlt1f,ENSMUSG00000095677
ENSG00000088833,NSFL1C,Nsfl1c,ENSMUSG00000027455
ENSG00000121022,COPS5,Cops5,ENSMUSG00000025917
ENSG00000213719,CLIC1,Clic1,ENSMUSG00000007041
ENSG00000132341,RAN,Ran,ENSMUSG00000029430
ENSG00000105058,FAM32A,missing8,missing8
ENSG00000146457,WTAP,Wtap,ENSMUSG00000060475
ENSG00000129055,ANAPC13,Anapc13,ENSMUSG00000035048
ENSG00000183207,RUVBL2,Ruvbl2,ENSMUSG00000003868
ENSG00000105401,CDC37,Cdc37,ENSMUSG00000019471
ENSG00000128829,EIF2AK4,Eif2ak4,ENSMUSG00000005102
ENSG00000064961,HMG20B,Hmg20b,ENSMUSG00000020232
ENSG00000232119,MCTS1,Mcts1,ENSMUSG00000000355
ENSG00000196230,TUBB,Tubb5,ENSMUSG00000001525
ENSG00000141552,ANAPC11,Anapc11,ENSMUSG00000025135
ENSG00000144744,UBA3,Uba3,ENSMUSG00000030061
ENSG00000111665,CDCA3,Cdca3,ENSMUSG00000023505
ENSG00000066279,ASPM,Aspm,ENSMUSG00000033952
ENSG00000116133,DHCR24,Dhcr24,ENSMUSG00000034926
ENSG00000115163,CENPA,Cenpa,ENSMUSG00000029177
ENSG00000060982,BCAT1,Bcat1,ENSMUSG00000030268
ENSG00000108523,RNF167,Rnf167,ENSMUSG00000040746
ENSG00000163159,VPS72,Vps72,ENSMUSG00000008958
ENSG00000257103,LSM14A,Lsm14a,ENSMUSG00000066568
ENSG00000100811,YY1,Yy1,ENSMUSG00000021264
ENSG00000188486,H2AX,H2ax,ENSMUSG00000049932
ENSG00000205078,SYCE1L,Syce1l,ENSMUSG00000033409
ENSG00000078674,PCM1,Pcm1,ENSMUSG00000031592
ENSG00000145386,CCNA2,Ccna2,ENSMUSG00000027715
ENSG00000154640,BTG3,Btg3,ENSMUSG00000022863
ENSG00000100345,MYH9,Myh9,ENSMUSG00000022443
ENSG00000121957,GPSM2,Gpsm2,ENSMUSG00000027883
ENSG00000143155,TIPRL,Tiprl,ENSMUSG00000040843
ENSG00000110200,ANAPC15,Anapc15,ENSMUSG00000030649
ENSG00000198901,PRC1,Prc1,ENSMUSG00000038943
ENSG00000100526,CDKN3,Cdkn3,ENSMUSG00000037628
ENSG00000135250,SRPK2,Srpk2,ENSMUSG00000062604
ENSG00000151491,EPS8,Eps8,ENSMUSG00000015766
ENSG00000165476,REEP3,Reep3,ENSMUSG00000019873
ENSG00000167325,RRM1,Rrm1,ENSMUSG00000030978
ENSG00000175792,RUVBL1,Ruvbl1,ENSMUSG00000030079
ENSG00000198171,DDRGK1,Ddrgk1,ENSMUSG00000068290
ENSG00000115561,CHMP3,Chmp3,ENSMUSG00000053119
ENSG00000107949,BCCIP,Bccip,ENSMUSG00000030983
ENSG00000100225,FBXO7,Fbxo7,ENSMUSG00000001786
ENSG00000100749,VRK1,Vrk1,ENSMUSG00000021115
ENSG00000138594,TMOD3,Tmod3,ENSMUSG00000058587
ENSG00000115306,SPTBN1,Sptbn1,ENSMUSG00000020315
ENSG00000185721,DRG1,Drg1,ENSMUSG00000020457
ENSG00000138182,KIF20B,Kif20b,ENSMUSG00000024795
ENSG00000100632,ERH,Erhrt-ps,ENSMUSG00000063412
ENSG00000112237,CCNC,Ccnc,ENSMUSG00000028252
ENSG00000076053,RBM7,Rbm7,ENSMUSG00000042396
ENSG00000107551,RASSF4,Rassf4,ENSMUSG00000042129
ENSG00000067900,ROCK1,Rock1,ENSMUSG00000024290
ENSG00000168061,SAC3D1,Sac3d1,ENSMUSG00000024790
ENSG00000148935,GAS2,Gas2,ENSMUSG00000030498
ENSG00000173473,SMARCC1,Smarcc1,ENSMUSG00000032481
ENSG00000174775,HRAS,Hras,ENSMUSG00000025499
ENSG00000067208,EVI5,Evi5,ENSMUSG00000011831
ENSG00000115738,ID2,Id2,ENSMUSG00000020644
ENSG00000167543,TP53I13,Trp53i13,ENSMUSG00000044328
ENSG00000060339,CCAR1,Ccar1,ENSMUSG00000020074
ENSG00000105329,TGFB1,Tgfb1,ENSMUSG00000002603
ENSG00000171867,PRNP,Prnp,ENSMUSG00000079037
ENSG00000082898,XPO1,Xpo1,ENSMUSG00000020290
ENSG00000101421,CHMP4B,Chmp4b,ENSMUSG00000038467
ENSG00000072501,SMC1A,Smc1a,ENSMUSG00000041133
ENSG00000148335,NTMT1,Ntmt1,ENSMUSG00000026857
ENSG00000144635,DYNC1LI1,Dync1li1,ENSMUSG00000032435
ENSG00000168610,STAT3,Stat3,ENSMUSG00000004040
ENSG00000065135,GNAI3,Gnai3,ENSMUSG00000000001
ENSG00000166508,MCM7,Mcm7,ENSMUSG00000029730
ENSG00000139579,NABP2,Nabp2,ENSMUSG00000025374
ENSG00000145919,BOD1,Bod1,ENSMUSG00000044502
ENSG00000182628,SKA2,Ska2,ENSMUSG00000020492
ENSG00000009954,BAZ1B,Baz1b,ENSMUSG00000002748
ENSG00000110172,CHORDC1,Chordc1,ENSMUSG00000001774
ENSG00000165527,ARF6,Arf6,ENSMUSG00000044147
ENSG00000153391,INO80C,Ino80c,ENSMUSG00000047989
ENSG00000124356,STAMBP,Stambp,ENSMUSG00000006906
ENSG00000004142,POLDIP2,Poldip2,ENSMUSG00000001100
ENSG00000215301,DDX3X,Ddx3x,ENSMUSG00000000787
ENSG00000116717,GADD45A,Gadd45a,ENSMUSG00000036390
ENSG00000179295,PTPN11,Ptpn11,ENSMUSG00000043733
ENSG00000092853,CLSPN,Clspn,ENSMUSG00000042489
ENSG00000096093,EFHC1,Efhc1,ENSMUSG00000041809
ENSG00000066117,SMARCD1,Smarcd1,ENSMUSG00000023018
ENSG00000166483,WEE1,Wee1,ENSMUSG00000031016
ENSG00000255112,CHMP1B,Chmp1b,ENSMUSG00000109901
ENSG00000020426,MNAT1,Mnat1,ENSMUSG00000021103
ENSG00000065243,PKN2,Pkn2,ENSMUSG00000004591
ENSG00000205339,IPO7,Ipo7,ENSMUSG00000066232
ENSG00000023287,RB1CC1,Rb1cc1,ENSMUSG00000025907
ENSG00000159069,FBXW5,Fbxw5,ENSMUSG00000015095
ENSG00000127616,SMARCA4,Smarca4,ENSMUSG00000032187
ENSG00000178209,PLEC,Plec,ENSMUSG00000022565
ENSG00000157500,APPL1,Appl1,ENSMUSG00000040760
ENSG00000131467,PSME3,Psme3,ENSMUSG00000078652
ENSG00000159055,MIS18A,Mis18a,ENSMUSG00000022978
ENSG00000166946,CCNDBP1,Ccndbp1,ENSMUSG00000023572
ENSG00000143294,PRCC,Prcc,ENSMUSG00000004895
ENSG00000090889,KIF4A,Kif4,ENSMUSG00000034311
ENSG00000141367,CLTC,Cltc,ENSMUSG00000047126
ENSG00000087586,AURKA,Aurka,ENSMUSG00000027496
ENSG00000089053,ANAPC5,Anapc5,ENSMUSG00000029472
ENSG00000124702,KLHDC3,Klhdc3,ENSMUSG00000063576
ENSG00000126226,PCID2,Pcid2,ENSMUSG00000038542
ENSG00000126787,DLGAP5,Dlgap5,ENSMUSG00000037544
ENSG00000173465,ZNRD2,Znrd2,ENSMUSG00000079478
ENSG00000127337,YEATS4,Yeats4,ENSMUSG00000020171
ENSG00000185122,HSF1,Hsf1,ENSMUSG00000022556
ENSG00000175216,CKAP5,Ckap5,ENSMUSG00000040549
ENSG00000107937,GTPBP4,Gtpbp4,ENSMUSG00000021149
ENSG00000140575,IQGAP1,Iqgap1,ENSMUSG00000030536
ENSG00000123080,CDKN2C,Cdkn2c,ENSMUSG00000028551
ENSG00000147889,CDKN2A,Cdkn2a,ENSMUSG00000044303
ENSG00000117748,RPA2,Rpa2,ENSMUSG00000028884
ENSG00000129810,SGO1,Sgo1,ENSMUSG00000023940
ENSG00000121579,NAA50,Naa50,ENSMUSG00000022698
ENSG00000164442,CITED2,Cited2,ENSMUSG00000039910
ENSG00000068796,KIF2A,Kif2a,ENSMUSG00000021693
ENSG00000152253,SPC25,Spc25,ENSMUSG00000005233
ENSG00000114867,EIF4G1,Eif4g1,ENSMUSG00000045983
ENSG00000084073,ZMPSTE24,Zmpste24,ENSMUSG00000043207
ENSG00000171720,HDAC3,Hdac3,ENSMUSG00000024454
ENSG00000163535,SGO2,Sgo2a,ENSMUSG00000026039
ENSG00000104695,PPP2CB,Ppp2cb,ENSMUSG00000009630
ENSG00000166266,CUL5,Cul5,ENSMUSG00000032030
ENSG00000006634,DBF4,Dbf4,ENSMUSG00000002297
ENSG00000110330,BIRC2,Birc2,ENSMUSG00000057367
ENSG00000120948,TARDBP,Tardbp,ENSMUSG00000041459
ENSG00000134480,CCNH,Ccnh,ENSMUSG00000021548
ENSG00000125691,RPL23,Rpl23,ENSMUSG00000071415
ENSG00000112029,FBXO5,Fbxo5,ENSMUSG00000019773
ENSG00000158411,MITD1,Mitd1,ENSMUSG00000026088
ENSG00000143228,NUF2,Nuf2,ENSMUSG00000026683
ENSG00000176623,RMDN1,Rmdn1,ENSMUSG00000028229
ENSG00000141696,P3H4,P3h4,ENSMUSG00000006931
ENSG00000104290,FZD3,Fzd3,ENSMUSG00000007989
ENSG00000168496,FEN1,Fen1,ENSMUSG00000024742
ENSG00000147601,TERF1,Terf1,ENSMUSG00000025925
ENSG00000171566,PLRG1,Plrg1,ENSMUSG00000027998
ENSG00000119383,PTPA,Ptpa,ENSMUSG00000039515
ENSG00000069956,MAPK6,Mapk6,ENSMUSG00000042688
ENSG00000100865,CINP,Cinp,ENSMUSG00000021276
ENSG00000153044,CENPH,Cenph,ENSMUSG00000045273
ENSG00000163512,AZI2,Azi2,ENSMUSG00000039285
ENSG00000064393,HIPK2,Hipk2,ENSMUSG00000061436
ENSG00000101266,CSNK2A1,Csnk2a1,ENSMUSG00000074698
ENSG00000011295,TTC19,Ttc19,ENSMUSG00000042298
ENSG00000075218,GTSE1,Gtse1,ENSMUSG00000022385
ENSG00000115317,HTRA2,Htra2,ENSMUSG00000068329
ENSG00000113522,RAD50,Rad50,ENSMUSG00000020380
ENSG00000144118,RALB,Ralb,ENSMUSG00000004451
ENSG00000152661,GJA1,Gja1,ENSMUSG00000050953
ENSG00000138592,USP8,Usp8,ENSMUSG00000027363
ENSG00000198176,TFDP1,Tfdp1,ENSMUSG00000038482
ENSG00000040275,SPDL1,Spdl1,ENSMUSG00000069910
ENSG00000139352,ASCL1,Ascl1,ENSMUSG00000020052
ENSG00000171320,ESCO2,Esco2,ENSMUSG00000022034
ENSG00000136104,RNASEH2B,Rnaseh2b,ENSMUSG00000021932
ENSG00000171792,RHNO1,Rhno1,ENSMUSG00000048668
ENSG00000170242,USP47,Usp47,ENSMUSG00000059263
ENSG00000101146,RAE1,Rae1,ENSMUSG00000027509
ENSG00000123219,CENPK,Cenpk,ENSMUSG00000021714
ENSG00000134072,CAMK1,Camk1,ENSMUSG00000030272
ENSG00000117505,DR1,Dr1,ENSMUSG00000029265
ENSG00000146247,PHIP,Phip,ENSMUSG00000032253
ENSG00000166337,TAF10,Taf10,ENSMUSG00000043866
ENSG00000159388,BTG2,Btg2,ENSMUSG00000020423
ENSG00000138162,TACC2,Tacc2,ENSMUSG00000030852
ENSG00000198586,TLK1,Tlk1,ENSMUSG00000041997
ENSG00000198887,SMC5,Smc5,ENSMUSG00000024943
ENSG00000140443,IGF1R,Igf1r,ENSMUSG00000005533
ENSG00000106290,TAF6,Taf6,ENSMUSG00000036980
ENSG00000134318,ROCK2,Rock2,ENSMUSG00000020580
ENSG00000139687,RB1,Rb1,ENSMUSG00000022105
ENSG00000004897,CDC27,Cdc27,ENSMUSG00000020687
ENSG00000181163,NPM1,Npm1,ENSMUSG00000057113
ENSG00000205629,LCMT1,Lcmt1,ENSMUSG00000030763
ENSG00000128944,KNSTRN,Knstrn,ENSMUSG00000027331
ENSG00000068903,SIRT2,Sirt2,ENSMUSG00000015149
ENSG00000141867,BRD4,missing9,missing9
ENSG00000104332,SFRP1,Sfrp1,ENSMUSG00000031548
ENSG00000120616,EPC1,Epc1,ENSMUSG00000024240
ENSG00000083937,CHMP2B,Chmp2b,ENSMUSG00000004843
ENSG00000114315,HES1,Hes1,ENSMUSG00000022528
ENSG00000134371,CDC73,Cdc73,ENSMUSG00000026361
ENSG00000113580,NR3C1,Nr3c1,ENSMUSG00000024431
ENSG00000065150,IPO5,Ipo5,ENSMUSG00000030662
ENSG00000112118,MCM3,Mcm3,ENSMUSG00000041859
ENSG00000079616,KIF22,Kif22,ENSMUSG00000030677
ENSG00000011426,ANLN,Anln,ENSMUSG00000036777
ENSG00000175592,FOSL1,Fosl1,ENSMUSG00000024912
ENSG00000119541,VPS4B,Vps4b,ENSMUSG00000009907
ENSG00000133739,LRRCC1,Lrrcc1,ENSMUSG00000027550
ENSG00000103274,NUBP1,Nubp1,ENSMUSG00000022503
ENSG00000112701,SENP6,Senp6,ENSMUSG00000034252
ENSG00000155380,SLC16A1,Slc16a1,ENSMUSG00000032902
ENSG00000135090,TAOK3,Taok3,ENSMUSG00000061288
ENSG00000102225,CDK16,Cdk16,ENSMUSG00000031065
ENSG00000064102,INTS13,Ints13,ENSMUSG00000040250
ENSG00000136603,SKIL,Skil,ENSMUSG00000027660
ENSG00000100503,NIN,Nin,ENSMUSG00000021068
ENSG00000138778,CENPE,Cenpe,ENSMUSG00000045328
ENSG00000126581,BECN1,Becn1,ENSMUSG00000035086
ENSG00000114126,TFDP2,Tfdp2,ENSMUSG00000032411
ENSG00000184640,SEPTIN9,Septin9,ENSMUSG00000059248
ENSG00000164190,NIPBL,Nipbl,ENSMUSG00000022141
ENSG00000096401,CDC5L,Cdc5lrt5,ENSMUSG00000112814
ENSG00000221978,CCNL2,Ccnl2,ENSMUSG00000029068
ENSG00000187778,MCRS1,Mcrs1,ENSMUSG00000037570
ENSG00000106635,BCL7B,Bcl7b,ENSMUSG00000029681
ENSG00000260916,CCPG1,Ccpg1,ENSMUSG00000034563
ENSG00000178999,AURKB,Aurkb,ENSMUSG00000020897
ENSG00000154229,PRKCA,Prkca,ENSMUSG00000050965
ENSG00000164885,CDK5,Cdk5,ENSMUSG00000028969
ENSG00000163660,CCNL1,Ccnl1,ENSMUSG00000027829
ENSG00000136159,NUDT15,Nudt15,ENSMUSG00000033405
ENSG00000149948,HMGA2,Hmga2,ENSMUSG00000056758
ENSG00000102760,RGCC,Rgcc,ENSMUSG00000022018
ENSG00000113456,RAD1,Rad1,ENSMUSG00000022248
